state1,state2,jaccard
Ohio,Texas,0.13636363636363635
Colorado,Tennessee,0.13636363636363635
Ohio,South Carolina,0.13636363636363635
Illinois,Virginia,0.13636363636363635
Indiana,Louisiana,0.13636363636363635
Indiana,Mississippi,0.13636363636363635
Illinois,North Carolina,0.13636363636363635
Arizona,Virginia,0.13636363636363635
Illinois,Mississippi,0.13636363636363635
North Carolina,Oklahoma,0.13636363636363635
Rhode Island,South Carolina,0.13333333333333333
New York,Pennsylvania,0.13333333333333333
Louisiana,New Hampshire,0.13043478260869565
Arkansas,Delaware,0.13043478260869565
Connecticut,Mississippi,0.13043478260869565
Louisiana,New Jersey,0.13043478260869565
Mississippi,West Virginia,0.13043478260869565
Colorado,South Carolina,0.13043478260869565
Michigan,North Carolina,0.13043478260869565
Delaware,Tennessee,0.13043478260869565
Alaska,Idaho,0.13043478260869565
Pennsylvania,Texas,0.13043478260869565
New Hampshire,North Carolina,0.13043478260869565
Colorado,Maryland,0.13043478260869565
North Carolina,West Virginia,0.13043478260869565
California,Pennsylvania,0.13043478260869565
Alabama,Delaware,0.13043478260869565
Maine,Virginia,0.13043478260869565
Michigan,Mississippi,0.13043478260869565
Louisiana,West Virginia,0.13043478260869565
Pennsylvania,South Carolina,0.13043478260869565
Maine,North Carolina,0.13043478260869565
Massachusetts,North Carolina,0.13043478260869565
Louisiana,Massachusetts,0.13043478260869565
Louisiana,Michigan,0.13043478260869565
Connecticut,Louisiana,0.13043478260869565
Connecticut,North Carolina,0.13043478260869565
Delaware,Rhode Island,0.125
Georgia,Virginia,0.125
Florida,Wisconsin,0.125
California,Delaware,0.125
Mississippi,Pennsylvania,0.125
Louisiana,Pennsylvania,0.125
Alaska,Nevada,0.125
Alaska,Utah,0.125
Florida,North Dakota,0.125
Florida,Idaho,0.125
California,North Carolina,0.125
Florida,Kansas,0.125
New York,North Carolina,0.125
Florida,Kentucky,0.125
Alaska,Oregon,0.125
California,Virginia,0.125
Alaska,Arizona,0.125
Florida,Missouri,0.125
Delaware,Texas,0.125
Delaware,Mississippi,0.12
Florida,Nebraska,0.12
Arizona,Florida,0.12
Florida,South Dakota,0.12
Florida,Nevada,0.12
Florida,Utah,0.12
Florida,New Mexico,0.12
Florida,Ohio,0.11538461538461539
Connecticut,Florida,0.11538461538461539
Florida,West Virginia,0.11538461538461539
Florida,Maine,0.11538461538461539
Alaska,Colorado,0.11538461538461539
Florida,Massachusetts,0.11538461538461539
Florida,Michigan,0.11538461538461539
Florida,New Hampshire,0.11538461538461539
Kentucky,Wyoming,0.1111111111111111
Kentucky,Wisconsin,0.1111111111111111
Missouri,Montana,0.1111111111111111
Missouri,Wyoming,0.1111111111111111
Wisconsin,Wyoming,0.1111111111111111
Iowa,Montana,0.1111111111111111
Idaho,Kentucky,0.1111111111111111
Kentucky,Montana,0.1111111111111111
Kentucky,Missouri,0.1111111111111111
Colorado,Florida,0.1111111111111111
Kentucky,North Dakota,0.1111111111111111
Kansas,Wyoming,0.1111111111111111
Kentucky,South Dakota,0.10526315789473684
Missouri,Vermont,0.10526315789473684
New Mexico,North Dakota,0.10526315789473684
Idaho,Oregon,0.10526315789473684
Indiana,Wyoming,0.10526315789473684
Nevada,North Dakota,0.10526315789473684
Montana,Oklahoma,0.10526315789473684
Indiana,Kentucky,0.10526315789473684
Montana,Nebraska,0.10526315789473684
Missouri,New Mexico,0.10526315789473684
Missouri,Utah,0.10526315789473684
Missouri,Oregon,0.10526315789473684
Iowa,Vermont,0.10526315789473684
Missouri,Nevada,0.10526315789473684
Florida,Georgia,0.10526315789473684
Illinois,Montana,0.10526315789473684
Hawaii,North Dakota,0.10526315789473684
Idaho,Indiana,0.10526315789473684
Illinois,Kentucky,0.10526315789473684
Idaho,Minnesota,0.10526315789473684
Idaho,New Mexico,0.10526315789473684
New Mexico,Wisconsin,0.10526315789473684
Nevada,Wisconsin,0.10526315789473684
Arizona,Kentucky,0.10526315789473684
Arizona,Iowa,0.10526315789473684
Kentucky,Minnesota,0.10526315789473684
Arizona,Kansas,0.10526315789473684
Utah,Wisconsin,0.10526315789473684
North Dakota,Utah,0.10526315789473684
Vermont,Wisconsin,0.10526315789473684
North Dakota,Oregon,0.10526315789473684
Kentucky,Vermont,0.10526315789473684
Arizona,North Dakota,0.10526315789473684
Kansas,Vermont,0.10526315789473684
Alabama,Wyoming,0.1
Missouri,New Jersey,0.1
Missouri,New Hampshire,0.1
Alabama,North Dakota,0.1
Tennessee,Wyoming,0.1
Minnesota,Vermont,0.1
Minnesota,Oklahoma,0.1
Hawaii,Nebraska,0.1
Oregon,Vermont,0.1
Utah,Vermont,0.1
Arizona,Oklahoma,0.1
Hawaii,Nevada,0.1
Oklahoma,Vermont,0.1
Hawaii,South Dakota,0.1
Massachusetts,Wyoming,0.1
Hawaii,Utah,0.1
Alabama,Idaho,0.1
Massachusetts,North Dakota,0.1
Idaho,Massachusetts,0.1
Idaho,Michigan,0.1
Idaho,New Jersey,0.1
Massachusetts,Montana,0.1
West Virginia,Wisconsin,0.1
Oregon,South Dakota,0.1
Connecticut,Wyoming,0.1
Missouri,West Virginia,0.1
New Hampshire,Wisconsin,0.1
Arizona,South Dakota,0.1
Arizona,Vermont,0.1
Arkansas,Missouri,0.1
Arkansas,Montana,0.1
New Mexico,Vermont,0.1
North Dakota,Tennessee,0.1
Arkansas,North Dakota,0.1
New Mexico,South Dakota,0.1
Arkansas,Wisconsin,0.1
New Jersey,Wyoming,0.1
New Jersey,Wisconsin,0.1
Arizona,Nebraska,0.1
Ohio,Wyoming,0.1
Nevada,Vermont,0.1
Nevada,South Dakota,0.1
Nebraska,Vermont,0.1
Arizona,Illinois,0.1
Connecticut,Missouri,0.1
Connecticut,Montana,0.1
Montana,Tennessee,0.1
Arizona,Hawaii,0.1
Montana,Ohio,0.1
Montana,New Jersey,0.1
Connecticut,Wisconsin,0.1
Idaho,Ohio,0.1
Connecticut,Idaho,0.1
Iowa,Massachusetts,0.1
Illinois,New Mexico,0.1
Kansas,New Hampshire,0.1
Kansas,Massachusetts,0.1
Kansas,Maine,0.1
Illinois,Nevada,0.1
Iowa,West Virginia,0.1
Iowa,New Jersey,0.1
Iowa,New Hampshire,0.1
Maine,Missouri,0.1
Kansas,Tennessee,0.1
Iowa,Maine,0.1
Indiana,Utah,0.1
Indiana,Oklahoma,0.1
Indiana,New Mexico,0.1
Indiana,Nevada,0.1
Illinois,Vermont,0.1
Maine,Wisconsin,0.1
Kansas,New Jersey,0.1
Illinois,Oregon,0.1
Kentucky,Maine,0.1
Kentucky,New Jersey,0.1
Kentucky,New Hampshire,0.1
Kentucky,Michigan,0.1
Kentucky,Massachusetts,0.1
Idaho,Tennessee,0.1
Kansas,West Virginia,0.1
Maine,New Mexico,0.09523809523809523
Colorado,North Dakota,0.09523809523809523
Nebraska,West Virginia,0.09523809523809523
Nevada,New Hampshire,0.09523809523809523
Nevada,New Jersey,0.09523809523809523
Nevada,Tennessee,0.09523809523809523
Colorado,Iowa,0.09523809523809523
South Carolina,Wyoming,0.09523809523809523
Nebraska,Tennessee,0.09523809523809523
Maine,Nevada,0.09523809523809523
New Hampshire,New Mexico,0.09523809523809523
California,Wisconsin,0.09523809523809523
New Hampshire,Oregon,0.09523809523809523
New Hampshire,Utah,0.09523809523809523
Maine,Nebraska,0.09523809523809523
California,Missouri,0.09523809523809523
Alabama,Nebraska,0.09523809523809523
Nebraska,New Hampshire,0.09523809523809523
Nebraska,New Jersey,0.09523809523809523
New Jersey,Oklahoma,0.09523809523809523
Missouri,Pennsylvania,0.09523809523809523
Missouri,Texas,0.09523809523809523
Illinois,Tennessee,0.09523809523809523
Illinois,West Virginia,0.09523809523809523
Maine,Utah,0.09523809523809523
Connecticut,South Dakota,0.09523809523809523
Alabama,Illinois,0.09523809523809523
Montana,Pennsylvania,0.09523809523809523
Montana,South Carolina,0.09523809523809523
Utah,West Virginia,0.09523809523809523
Maine,Oregon,0.09523809523809523
Connecticut,Minnesota,0.09523809523809523
Connecticut,Illinois,0.09523809523809523
Maine,Oklahoma,0.09523809523809523
Connecticut,Hawaii,0.09523809523809523
New Jersey,New Mexico,0.09523809523809523
California,Kentucky,0.09523809523809523
New Jersey,Oregon,0.09523809523809523
Kansas,Pennsylvania,0.09523809523809523
Arizona,New Hampshire,0.09523809523809523
Alabama,Utah,0.09523809523809523
North Dakota,Texas,0.09523809523809523
Alabama,Vermont,0.09523809523809523
Arizona,Maine,0.09523809523809523
Ohio,Oklahoma,0.09523809523809523
Ohio,Oregon,0.09523809523809523
Kansas,South Carolina,0.09523809523809523
North Dakota,Pennsylvania,0.09523809523809523
South Dakota,Tennessee,0.09523809523809523
Ohio,Utah,0.09523809523809523
Ohio,Vermont,0.09523809523809523
Arizona,Connecticut,0.09523809523809523
Arizona,Arkansas,0.09523809523809523
Oregon,Tennessee,0.09523809523809523
Oregon,West Virginia,0.09523809523809523
North Dakota,South Carolina,0.09523809523809523
Alabama,South Dakota,0.09523809523809523
Pennsylvania,Wisconsin,0.09523809523809523
Arkansas,Vermont,0.09523809523809523
New Jersey,South Dakota,0.09523809523809523
California,Kansas,0.09523809523809523
New Jersey,Utah,0.09523809523809523
California,Iowa,0.09523809523809523
Iowa,Maryland,0.09523809523809523
Alabama,Nevada,0.09523809523809523
Maine,Minnesota,0.09523809523809523
New Mexico,Tennessee,0.09523809523809523
Arizona,New Jersey,0.09523809523809523
Alabama,New Mexico,0.09523809523809523
Tennessee,Vermont,0.09523809523809523
Arkansas,Minnesota,0.09523809523809523
Arkansas,Indiana,0.09523809523809523
Iowa,South Carolina,0.09523809523809523
Iowa,Texas,0.09523809523809523
Tennessee,Utah,0.09523809523809523
Maryland,Wyoming,0.09523809523809523
New Hampshire,Oklahoma,0.09523809523809523
Massachusetts,South Dakota,0.09523809523809523
Hawaii,New Jersey,0.09523809523809523
Maryland,North Dakota,0.09523809523809523
Hawaii,Massachusetts,0.09523809523809523
Idaho,South Carolina,0.09523809523809523
Idaho,Texas,0.09523809523809523
Minnesota,New Hampshire,0.09523809523809523
Illinois,New Hampshire,0.09523809523809523
Massachusetts,Utah,0.09523809523809523
Minnesota,New Jersey,0.09523809523809523
Michigan,Vermont,0.09523809523809523
Illinois,Massachusetts,0.09523809523809523
Illinois,Maine,0.09523809523809523
Idaho,Maryland,0.09523809523809523
Massachusetts,Oklahoma,0.09523809523809523
Massachusetts,Oregon,0.09523809523809523
Michigan,Oklahoma,0.09523809523809523
Massachusetts,Nebraska,0.09523809523809523
Virginia,Wyoming,0.09090909090909091
Maine,Michigan,0.09090909090909091
Arkansas,New Hampshire,0.09090909090909091
Arkansas,New Jersey,0.09090909090909091
Arkansas,Michigan,0.09090909090909091
Louisiana,Wyoming,0.09090909090909091
Arkansas,Massachusetts,0.09090909090909091
Arkansas,Maine,0.09090909090909091
California,Indiana,0.09090909090909091
New Mexico,South Carolina,0.09090909090909091
New Mexico,Pennsylvania,0.09090909090909091
Hawaii,Maryland,0.09090909090909091
California,Hawaii,0.09090909090909091
Michigan,Tennessee,0.09090909090909091
New Jersey,Tennessee,0.09090909090909091
California,Nebraska,0.09090909090909091
California,Oklahoma,0.09090909090909091
New Hampshire,Tennessee,0.09090909090909091
California,South Dakota,0.09090909090909091
Maryland,Nevada,0.09090909090909091
New Hampshire,Ohio,0.09090909090909091
Minnesota,Pennsylvania,0.09090909090909091
Colorado,Hawaii,0.09090909090909091
Colorado,Illinois,0.09090909090909091
North Carolina,North Dakota,0.09090909090909091
Maryland,New Mexico,0.09090909090909091
Virginia,Wisconsin,0.09090909090909091
Alabama,Connecticut,0.09090909090909091
South Dakota,Texas,0.09090909090909091
South Carolina,Utah,0.09090909090909091
Idaho,Louisiana,0.09090909090909091
South Carolina,South Dakota,0.09090909090909091
Maryland,South Dakota,0.09090909090909091
Alabama,New Jersey,0.09090909090909091
Idaho,Virginia,0.09090909090909091
Alabama,New Hampshire,0.09090909090909091
Louisiana,Montana,0.09090909090909091
Texas,Vermont,0.09090909090909091
Oregon,South Carolina,0.09090909090909091
Oregon,Pennsylvania,0.09090909090909091
Idaho,Mississippi,0.09090909090909091
Alabama,Michigan,0.09090909090909091
Alabama,Maine,0.09090909090909091
Maryland,Utah,0.09090909090909091
Kansas,Virginia,0.09090909090909091
Illinois,Maryland,0.09090909090909091
Hawaii,South Carolina,0.09090909090909091
Hawaii,Pennsylvania,0.09090909090909091
North Dakota,Virginia,0.09090909090909091
Michigan,New Hampshire,0.09090909090909091
Idaho,North Carolina,0.09090909090909091
Nevada,Pennsylvania,0.09090909090909091
North Carolina,Wyoming,0.09090909090909091
Kansas,Louisiana,0.09090909090909091
Arizona,Pennsylvania,0.09090909090909091
Nevada,South Carolina,0.09090909090909091
Mississippi,Wyoming,0.09090909090909091
Delaware,Missouri,0.09090909090909091
Missouri,Virginia,0.09090909090909091
Montana,Virginia,0.09090909090909091
Maine,Ohio,0.09090909090909091
Delaware,Kansas,0.09090909090909091
Maine,Tennessee,0.09090909090909091
Connecticut,Ohio,0.09090909090909091
Connecticut,Michigan,0.09090909090909091
Delaware,Wisconsin,0.09090909090909091
Illinois,South Carolina,0.09090909090909091
Delaware,Iowa,0.09090909090909091
Mississippi,North Dakota,0.09090909090909091
Connecticut,Tennessee,0.09090909090909091
Missouri,North Carolina,0.09090909090909091
Nebraska,Texas,0.09090909090909091
Colorado,Vermont,0.09090909090909091
Maryland,Nebraska,0.09090909090909091
Colorado,South Dakota,0.09090909090909091
Colorado,Oklahoma,0.09090909090909091
Nebraska,South Carolina,0.09090909090909091
Colorado,Nebraska,0.09090909090909091
Mississippi,Missouri,0.09090909090909091
Colorado,Maine,0.08695652173913043
North Carolina,Utah,0.08695652173913043
Arizona,North Carolina,0.08695652173913043
Arkansas,Colorado,0.08695652173913043
Michigan,South Carolina,0.08695652173913043
North Carolina,South Dakota,0.08695652173913043
Arkansas,California,0.08695652173913043
Arizona,Mississippi,0.08695652173913043
Colorado,West Virginia,0.08695652173913043
Nebraska,North Carolina,0.08695652173913043
Louisiana,Oregon,0.08695652173913043
Maine,Texas,0.08695652173913043
Vermont,Virginia,0.08695652173913043
Connecticut,Texas,0.08695652173913043
Delaware,New Mexico,0.08695652173913043
South Dakota,Virginia,0.08695652173913043
Delaware,Oregon,0.08695652173913043
Delaware,Utah,0.08695652173913043
Maryland,Michigan,0.08695652173913043
Delaware,Nevada,0.08695652173913043
Delaware,Nebraska,0.08695652173913043
Delaware,Minnesota,0.08695652173913043
Massachusetts,Texas,0.08695652173913043
Oregon,Virginia,0.08695652173913043
Mississippi,Vermont,0.08695652173913043
Louisiana,Nebraska,0.08695652173913043
Alabama,California,0.08695652173913043
Delaware,Illinois,0.08695652173913043
Utah,Virginia,0.08695652173913043
Arizona,Delaware,0.08695652173913043
Maryland,Ohio,0.08695652173913043
Colorado,Ohio,0.08695652173913043
North Carolina,Vermont,0.08695652173913043
Minnesota,Mississippi,0.08695652173913043
Colorado,New Jersey,0.08695652173913043
California,West Virginia,0.08695652173913043
California,Tennessee,0.08695652173913043
Nebraska,Virginia,0.08695652173913043
Colorado,Connecticut,0.08695652173913043
California,Maine,0.08695652173913043
New Hampshire,Texas,0.08695652173913043
Nevada,North Carolina,0.08695652173913043
California,Massachusetts,0.08695652173913043
Indiana,Virginia,0.08695652173913043
New Mexico,North Carolina,0.08695652173913043
Minnesota,North Carolina,0.08695652173913043
Colorado,New Hampshire,0.08695652173913043
Massachusetts,Mississippi,0.08333333333333333
California,Maryland,0.08333333333333333
Mississippi,New Hampshire,0.08333333333333333
Louisiana,Maine,0.08333333333333333
California,South Carolina,0.08333333333333333
Delaware,Michigan,0.08333333333333333
Mississippi,New Jersey,0.08333333333333333
Alaska,North Dakota,0.08333333333333333
Maine,Mississippi,0.08333333333333333
Colorado,Pennsylvania,0.08333333333333333
Delaware,Ohio,0.08333333333333333
Alaska,New Mexico,0.08
Alaska,South Dakota,0.08
Colorado,North Carolina,0.08
Florida,Iowa,0.08
Colorado,Virginia,0.08
Alaska,Vermont,0.08
Florida,Montana,0.08
Alaska,Minnesota,0.08
Colorado,Mississippi,0.08
Colorado,Delaware,0.08
Florida,Wyoming,0.08
California,Mississippi,0.08
Missouri,Washington,0.07692307692307693
Alaska,New Hampshire,0.07692307692307693
Rhode Island,Wyoming,0.07692307692307693
Georgia,North Dakota,0.07692307692307693
Georgia,Missouri,0.07692307692307693
Alaska,Michigan,0.07692307692307693
Florida,Minnesota,0.07692307692307693
Florida,Indiana,0.07692307692307693
Alaska,Maine,0.07692307692307693
Alaska,West Virginia,0.07692307692307693
Idaho,Rhode Island,0.07692307692307693
Kansas,Washington,0.07692307692307693
Idaho,Washington,0.07692307692307693
Washington,Wisconsin,0.07692307692307693
Montana,Rhode Island,0.07692307692307693
Iowa,New York,0.07692307692307693
North Dakota,Washington,0.07692307692307693
Georgia,Wisconsin,0.07692307692307693
Florida,Oregon,0.07692307692307693
Kentucky,New York,0.07692307692307693
Florida,Vermont,0.07692307692307693
Georgia,Idaho,0.07692307692307693
North Dakota,Rhode Island,0.07692307692307693
Georgia,Kansas,0.07692307692307693
Alaska,Texas,0.07407407407407407
Nevada,New York,0.07142857142857142
Georgia,Nevada,0.07142857142857142
Georgia,Minnesota,0.07142857142857142
Oklahoma,Washington,0.07142857142857142
Rhode Island,South Dakota,0.07142857142857142
Georgia,Oklahoma,0.07142857142857142
Illinois,New York,0.07142857142857142
South Dakota,Washington,0.07142857142857142
Georgia,New Mexico,0.07142857142857142
Alaska,Delaware,0.07142857142857142
New Mexico,New York,0.07142857142857142
Georgia,Nebraska,0.07142857142857142
Arizona,Georgia,0.07142857142857142
Minnesota,New York,0.07142857142857142
Nebraska,Washington,0.07142857142857142
Indiana,Rhode Island,0.07142857142857142
Arizona,New York,0.07142857142857142
Georgia,South Dakota,0.07142857142857142
New York,Tennessee,0.06666666666666667
Massachusetts,New York,0.06666666666666667
Connecticut,Rhode Island,0.06666666666666667
Massachusetts,Rhode Island,0.06666666666666667
Georgia,New Jersey,0.06666666666666667
Michigan,Washington,0.06666666666666667
Arkansas,New York,0.06666666666666667
New Jersey,Washington,0.06666666666666667
Ohio,Washington,0.06666666666666667
Georgia,Massachusetts,0.06666666666666667
Alabama,New York,0.06666666666666667
New Jersey,New York,0.06666666666666667
Georgia,West Virginia,0.06666666666666667
New York,West Virginia,0.06666666666666667
New Jersey,Rhode Island,0.06666666666666667
New York,Texas,0.0625
California,Washington,0.0625
Georgia,Pennsylvania,0.0625
Texas,Washington,0.0625
South Carolina,Washington,0.0625
Pennsylvania,Washington,0.0625
Maryland,Rhode Island,0.0625
California,New York,0.0625
Georgia,Texas,0.0625
California,Georgia,0.0625
Louisiana,New York,0.058823529411764705
Georgia,North Carolina,0.058823529411764705
North Carolina,Washington,0.058823529411764705
Mississippi,New York,0.058823529411764705
Virginia,Washington,0.058823529411764705
Alaska,Rhode Island,0.05263157894736842
Florida,New York,0.05
Hawaii,Wisconsin,0.05
Florida,Rhode Island,0.05
Hawaii,Iowa,0.05
Hawaii,Kansas,0.05
Hawaii,Missouri,0.05
Hawaii,Kentucky,0.05
Hawaii,Minnesota,0.047619047619047616
Hawaii,New Mexico,0.047619047619047616
Hawaii,Oregon,0.047619047619047616
Hawaii,Oklahoma,0.047619047619047616
Hawaii,Illinois,0.047619047619047616
Hawaii,Ohio,0.045454545454545456
Hawaii,Michigan,0.045454545454545456
Arkansas,Hawaii,0.045454545454545456
Hawaii,Tennessee,0.045454545454545456
Alabama,Hawaii,0.045454545454545456
Hawaii,Texas,0.043478260869565216
Hawaii,Virginia,0.041666666666666664
Hawaii,North Carolina,0.041666666666666664
Hawaii,Louisiana,0.041666666666666664
Hawaii,Mississippi,0.041666666666666664
Alaska,Wisconsin,0.04
Alaska,Missouri,0.04
Alaska,Kentucky,0.04
Alaska,Kansas,0.04
Alaska,Iowa,0.04
Alaska,Nebraska,0.038461538461538464
Alaska,Oklahoma,0.038461538461538464
Alaska,Indiana,0.038461538461538464
Alaska,Illinois,0.038461538461538464
Florida,Hawaii,0.037037037037037035
Alaska,Connecticut,0.037037037037037035
Alabama,Alaska,0.037037037037037035
Alaska,Tennessee,0.037037037037037035
Alaska,Arkansas,0.037037037037037035
Alaska,Ohio,0.037037037037037035
Alaska,New Jersey,0.037037037037037035
Alaska,Massachusetts,0.037037037037037035
Alaska,Pennsylvania,0.03571428571428571
Alaska,Maryland,0.03571428571428571
Alaska,South Carolina,0.03571428571428571
Alaska,Virginia,0.034482758620689655
Alaska,North Carolina,0.034482758620689655
Alaska,Mississippi,0.034482758620689655
Alaska,Louisiana,0.034482758620689655
Alaska,Florida,0.03125
